11,1,2つ名装備,荒鉤爪シリーズ,350,G級890,0,12,5,-20,5,-10,"[""真・荒鉤爪"", ""荒鉤爪の魂"", ""破壊王"", ""抜刀術【技】""]","[[""真・荒鉤爪"", ""+"", ""10""], [""荒鉤爪"", ""+"", ""10""], [""重撃"", ""+"", ""10""], [""抜刀会心"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士荒鉤爪.html,1
12,1,2つ名装備,金雷公シリーズ,340,G級880,0,0,0,20,-15,5,"[""真・金雷公の魂"", ""金雷公の魂"", ""ランナー"", ""無我の境地""]","[[""真・金雷公"", ""+"", ""10""], [""金雷公"", ""+"", ""10""], [""スタミナ"", ""+"", ""10""], [""狂撃耐性"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士金雷公.html,1
13,1,2つ名装備,銀嶺シリーズ,610,G級900,0,-15,10,-10,15,10,"[""真・銀嶺の魂"", ""銀嶺の魂"", ""スタミナ急速回復"", ""集中""]","[[""真・銀嶺"", ""+"", ""10""], [""銀嶺"", ""+"", ""10""], [""気力回復"", ""+"", ""10""], [""溜め短縮"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士銀嶺.html,1
14,1,2つ名装備,鎧裂シリーズ,550,G級800,0,5,15,-10,-5,0,"[""真・鎧裂の魂"", ""鎧裂の魂"", ""ガード強化"", ""業物""]","[[""真・鎧裂"", ""+"", ""10""], [""鎧裂"", ""+"", ""10""], [""ガード強化"", ""+"", ""10""], [""斬れ味"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士鎧裂.html,1
15,1,2つ名装備,鏖魔シリーズ,610,G級900,0,20,-15,-5,-5,-5,"[""真・鏖魔の魂"", ""鏖魔の魂"", ""逆恨み"", ""痛恨会心""]","[[""真・鏖魔"", ""+"", ""10""], [""鏖魔"", ""+"", ""10""], [""逆上"", ""+"", ""10""], [""裏会心"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士鏖魔.html,1
16,1,2つ名装備,隻眼シリーズ,330,G級870,0,10,-20,10,-10,0,"[""根性"", ""真・隻眼の魂"", ""隻眼の魂"", ""連撃の心得""]","[[""根性"", ""+"", ""11""], [""真・隻眼"", ""+"", ""10""], [""隻眼"", ""+"", ""10""], [""連撃"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士隻眼.html,1
17,1,2つ名装備,青電主シリーズ,590,G級880,0,-5,-5,15,-15,10,"[""真・青電主の魂"", ""青電主の魂"", ""飛燕"", ""連撃の心得""]","[[""真・青電主"", ""+"", ""10""], [""青電主"", ""+"", ""10""], [""跳躍"", ""+"", ""10""], [""連撃"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士青電主.html,1
18,1,2つ名装備,黒炎王シリーズ,340,"",0,25,0,-10,0,-15,"[""高級耳栓"", ""真・黒炎王の魂"", ""弱点特効"", ""黒炎王の魂""]","[[""聴覚保護"", ""+"", ""15""], [""真・黒炎王"", ""+"", ""10""], [""痛撃"", ""+"", ""10""], [""黒炎王"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士黒炎王.html,1
19,2,レア1～3装備,どんぐりシリーズ,32,上位,1,4,4,0,-4,0,[],"[[""采配"", ""+"", ""8""], [""砲術"", ""+"", ""3""]]",http://mh-x.com/weapon/series/剣士どんぐり.html,1
20,2,レア1～3装備,にせたまシリーズ,72,G級90,0,8,4,0,0,0,"[""ランナー"", ""運搬の達人"", ""笛吹き名人""]","[[""スタミナ"", ""+"", ""10""], [""運搬"", ""+"", ""10""], [""笛"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士にせたま.html,1
21,2,レア1～3装備,アシラシリーズ,70,上位,5,-10,0,-10,0,0,"[""ハニーハンター"", ""防御力UP【小】"", ""攻撃力DOWN【小】""]","[[""ハチミツ"", ""+"", ""10""], [""防御"", ""+"", ""10""], [""攻撃"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士アシラ.html,1
22,2,レア1～3装備,アロイシリーズ,60,上位,3,-5,0,-5,-5,0,"[""砥石使用高速化""]","[[""研ぎ師"", ""+"", ""10""], [""風圧"", ""+"", ""7""]]",http://mh-x.com/weapon/series/剣士アロイ.html,1
23,2,レア1～3装備,アークシリーズ,130,上位,4,-10,10,0,10,-20,"[""フルチャージ""]","[[""無傷"", ""+"", ""10""], [""匠"", ""+"", ""8""]]",http://mh-x.com/weapon/series/剣士アーク.html,1
24,2,レア1～3装備,アーティアシリーズ,72,上位,2,3,-6,-6,6,9,"[""雷属性攻撃強化+1""]","[[""雷属性攻撃"", ""+"", ""10""], [""対防御DOWN"", ""+"", ""8""]]",http://mh-x.com/weapon/series/剣士アーティア.html,1
25,2,レア1～3装備,インゴットシリーズ,70,上位,4,-5,-5,5,0,0,"[""氷属性攻撃強化+1"", ""風圧【小】無効""]","[[""氷属性攻撃"", ""+"", ""10""], [""風圧"", ""+"", ""10""], [""運気"", ""-"", ""4""]]",http://mh-x.com/weapon/series/剣士インゴット.html,1
26,2,レア1～3装備,イーオスシリーズ,70,上位,4,10,-5,-5,0,0,"[""毒耐性"", ""気絶倍加""]","[[""毒"", ""+"", ""10""], [""観察眼"", ""+"", ""8""], [""気絶"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士イーオス.html,1
27,2,レア1～3装備,イーオスーツシリーズ,40,上位,0,8,4,4,4,4,[],"[[""運気"", ""+"", ""8""], [""加護"", ""-"", ""8""]]",http://mh-x.com/weapon/series/剣士イーオスーツ.html,1
28,2,レア1～3装備,ウルクシリーズ,70,上位,4,-15,5,0,20,0,"[""だるま無効""]","[[""だるま"", ""+"", ""10""], [""回避性能"", ""+"", ""9""], [""体力"", ""-"", ""9""]]",http://mh-x.com/weapon/series/剣士ウルク.html,1
29,2,レア1～3装備,エーデルシリーズ,70,上位,4,-5,15,-5,0,0,"[""広域化+1"", ""薬草強化""]","[[""広域"", ""+"", ""10""], [""野草知識"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士エーデル.html,1
30,2,レア1～3装備,オウビートシリーズ,90,上位,3,10,-10,10,-10,15,"[""攻撃力UP【小】"", ""体術+1""]","[[""攻撃"", ""+"", ""10""], [""体術"", ""+"", ""10""], [""スタミナ"", ""-"", ""5""]]",http://mh-x.com/weapon/series/剣士オウビート.html,1
31,2,レア1～3装備,カイザーシリーズ,130,上位,2,20,-20,5,-5,-15,"[""盗み無効"", ""南風の狩人""]","[[""盗み無効"", ""+"", ""10""], [""炎熱適応"", ""+"", ""10""], [""毒"", ""+"", ""6""]]",http://mh-x.com/weapon/series/剣士カイザー.html,1
32,2,レア1～3装備,カブラシリーズ,90,上位,3,10,-15,-5,0,5,"[""体力+20"", ""耐震"", ""睡眠倍加""]","[[""体力"", ""+"", ""10""], [""耐震"", ""+"", ""10""], [""睡眠"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士カブラ.html,1
33,2,レア1～3装備,ガブラスーツシリーズ,50,上位,1,5,5,5,5,10,"[""幸運"", ""悪霊の加護""]","[[""運気"", ""+"", ""10""], [""加護"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ガブラスーツ.html,1
34,2,レア1～3装備,ガムートシリーズ,130,上位,4,-15,5,-5,15,10,"[""薬草強化"", ""北風の狩人"", ""火耐性弱化""]","[[""野草知識"", ""+"", ""10""], [""寒冷適応"", ""+"", ""10""], [""火耐性"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ガムート.html,1
35,2,レア1～3装備,ガララシリーズ,100,上位,4,5,-5,0,-15,5,"[""耳栓"", ""捕獲上手""]","[[""聴覚保護"", ""+"", ""10""], [""捕獲"", ""+"", ""10""], [""加護"", ""-"", ""6""]]",http://mh-x.com/weapon/series/剣士ガララ.html,1
36,2,レア1～3装備,ガルルガシリーズ,110,上位,2,10,-9,10,0,0,"[""耳栓"", ""水耐性弱化""]","[[""聴覚保護"", ""+"", ""10""], [""剣術"", ""+"", ""8""], [""水耐性"", ""-"", ""12""]]",http://mh-x.com/weapon/series/剣士ガルルガ.html,1
37,2,レア1～3装備,ガレオスシリーズ,70,上位,6,10,0,0,-15,0,"[""暑さ無効"", ""寒さ倍加""]","[[""耐暑"", ""+"", ""10""], [""水属性攻撃"", ""+"", ""9""], [""耐寒"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ガレオス.html,1
38,2,レア1～3装備,ガンキンシリーズ,130,上位,4,15,-20,0,-5,-10,"[""抜刀術【力】"", ""裂傷無効""]","[[""抜刀減気"", ""+"", ""10""], [""裂傷"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士ガンキン.html,1
39,2,レア1～3装備,キリンシリーズ,130,上位,3,-5,-5,15,0,10,"[""属性攻撃強化"", ""アイテム使用弱化""]","[[""属性攻撃"", ""+"", ""10""], [""加護"", ""+"", ""9""], [""効果持続"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士キリン.html,1
40,2,レア1～3装備,ギアノスシリーズ,40,上位,5,0,0,-5,10,0,"[""だるま無効"", ""睡眠倍加""]","[[""だるま"", ""+"", ""10""], [""氷属性攻撃"", ""+"", ""8""], [""睡眠"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ギアノス.html,1
41,2,レア1～3装備,ギザミシリーズ,100,上位,3,5,10,-5,-5,0,"[""見切り+1"", ""業物"", ""雷耐性弱化""]","[[""達人"", ""+"", ""13""], [""斬れ味"", ""+"", ""10""], [""雷耐性"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ギザミ.html,1
42,2,レア1～3装備,ギルドバードシリーズ,100,上位,4,0,0,0,0,0,"[""オトモへの号令"", ""幸運"", ""悪霊の気まぐれ""]","[[""号令"", ""+"", ""10""], [""運気"", ""+"", ""10""], [""気まぐれ"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ギルドバード.html,1
43,2,レア1～3装備,クシャナシリーズ,130,上位,1,-6,10,-8,14,-16,"[""破壊王"", ""暑さ無効""]","[[""重撃"", ""+"", ""11""], [""耐暑"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士クシャナ.html,1
44,2,レア1～3装備,クックシリーズ,80,上位,2,20,-5,0,-15,0,"[""火属性攻撃強化+1""]","[[""火属性攻撃"", ""+"", ""11""], [""攻撃"", ""+"", ""9""], [""防御"", ""-"", ""9""]]",http://mh-x.com/weapon/series/剣士クック.html,1
45,2,レア1～3装備,クロオビシリーズ,110,上位,3,5,5,5,5,5,"[""超会心"", ""不運""]","[[""会心強化"", ""+"", ""11""], [""胴系統倍加"", ""+"", ""2""], [""運気"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士クロオビ.html,1
46,2,レア1～3装備,クンチュウシリーズ,24,上位,2,0,2,2,2,2,[],"[[""ガード性能"", ""+"", ""6""], [""体術"", ""-"", ""4""]]",http://mh-x.com/weapon/series/剣士クンチュウ.html,1
47,2,レア1～3装備,グルニャンシリーズ,110,上位,5,5,5,5,5,5,"[""砥石使用高速化""]","[[""研ぎ師"", ""+"", ""10""], [""回復量"", ""+"", ""8""]]",http://mh-x.com/weapon/series/剣士グルニャン.html,1
48,2,レア1～3装備,ゲネポスシリーズ,50,上位,5,0,0,5,-10,0,"[""麻痺無効"", ""毒倍加""]","[[""麻痺"", ""+"", ""10""], [""雷属性攻撃"", ""+"", ""8""], [""毒"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ゲネポス.html,1
49,2,レア1～3装備,ゲネポススーツシリーズ,40,上位,0,4,4,8,4,4,[],"[[""運気"", ""+"", ""8""], [""加護"", ""-"", ""8""]]",http://mh-x.com/weapon/series/剣士ゲネポススーツ.html,1
50,2,レア1～3装備,ゲリョスシリーズ,80,上位,2,-15,5,20,-5,0,"[""毒耐性"", ""ランナー"", ""腹減り倍加【小】""]","[[""毒"", ""+"", ""13""], [""スタミナ"", ""+"", ""10""], [""腹減り"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ゲリョス.html,1
51,2,レア1～3装備,コトルシリーズ,28,上位,1,8,-4,0,-2,0,[],"[[""ガード強化"", ""+"", ""7""]]",http://mh-x.com/weapon/series/剣士コトル.html,1
52,2,レア1～3装備,ゴアシリーズ,120,上位,2,-10,10,-5,10,-10,"[""無我の境地"", ""ガード性能-1""]","[[""狂撃耐性"", ""+"", ""10""], [""回避性能"", ""+"", ""9""], [""ガード性能"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ゴア.html,1
53,2,レア1～3装備,サージュシリーズ,90,上位,2,0,0,0,0,0,"[""細菌研究家"", ""捕獲上手"", ""心配性""]","[[""細菌学"", ""+"", ""13""], [""捕獲"", ""+"", ""10""], [""底力"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士サージュ.html,1
54,2,レア1～3装備,ザザミシリーズ,100,上位,5,-5,15,-15,0,5,"[""ガード性能+1""]","[[""ガード性能"", ""+"", ""10""], [""防御"", ""+"", ""5""], [""体力"", ""+"", ""2""], [""体術"", ""-"", ""9""]]",http://mh-x.com/weapon/series/剣士ザザミ.html,1
55,2,レア1～3装備,ジャギィシリーズ,30,上位,3,-10,0,0,0,0,"[""攻撃力UP【小】""]","[[""攻撃"", ""+"", ""10""], [""火属性攻撃"", ""+"", ""6""], [""防御"", ""-"", ""6""]]",http://mh-x.com/weapon/series/剣士ジャギィ.html,1
56,2,レア1～3装備,ジンオウシリーズ,110,上位,3,0,-5,20,-20,5,"[""会心撃【属性】"", ""力の解放+1"", ""氷耐性弱化""]","[[""属性会心"", ""+"", ""10""], [""本気"", ""+"", ""10""], [""氷耐性"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ジンオウ.html,1
57,2,レア1～3装備,スカルダシリーズ,90,上位,3,15,-5,-5,-5,15,"[""見切り+1"", ""会心撃【特殊】""]","[[""達人"", ""+"", ""10""], [""特殊会心"", ""+"", ""10""], [""攻撃"", ""-"", ""6""]]",http://mh-x.com/weapon/series/剣士スカルダ.html,1
58,2,レア1～3装備,スカルヘッドシリーズ,14,上位,0,-3,-3,-3,-3,2,[],"[[""胴系統倍加"", ""+"", ""1""]]",http://mh-x.com/weapon/series/剣士スカルヘッド.html,1
59,2,レア1～3装備,スパイオシリーズ,90,上位,3,15,-5,-5,-5,15,"[""見切り+1"", ""会心撃【特殊】""]","[[""達人"", ""+"", ""10""], [""特殊会心"", ""+"", ""10""], [""攻撃"", ""-"", ""6""]]",http://mh-x.com/weapon/series/剣士スパイオ.html,1
60,2,レア1～3装備,ゼクスシリーズ,120,上位,2,0,-10,15,-15,10,"[""気絶確率半減"", ""連撃の心得"", ""氷耐性弱化""]","[[""気絶"", ""+"", ""10""], [""連撃"", ""+"", ""10""], [""氷耐性"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ゼクス.html,1
61,2,レア1～3装備,タロスシリーズ,50,上位,5,-5,-5,-5,-5,20,"[""龍属性攻撃強化+1""]","[[""龍属性攻撃"", ""+"", ""10""], [""龍耐性"", ""+"", ""4""]]",http://mh-x.com/weapon/series/剣士タロス.html,1
62,2,レア1～3装備,ディノシリーズ,120,上位,5,15,-15,5,0,-5,"[""剛刃研磨"", ""水耐性弱化""]","[[""研磨術"", ""+"", ""10""], [""剣術"", ""+"", ""9""], [""水耐性"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ディノ.html,1
63,2,レア1～3装備,デスギアシリーズ,80,上位,2,10,5,5,-5,0,"[""無我の境地"", ""龍属性攻撃強化+1""]","[[""狂撃耐性"", ""+"", ""10""], [""龍属性攻撃"", ""+"", ""10""], [""回避性能"", ""-"", ""6""]]",http://mh-x.com/weapon/series/剣士デスギア.html,1
64,2,レア1～3装備,ドロスシリーズ,36,上位,3,-6,12,-3,0,0,[],"[[""節食"", ""+"", ""7""]]",http://mh-x.com/weapon/series/剣士ドロス.html,1
65,2,レア1～3装備,ナルガシリーズ,90,上位,8,-10,5,-15,5,5,"[""回避距離UP""]","[[""回避距離"", ""+"", ""10""], [""達人"", ""+"", ""8""], [""龍耐性"", ""-"", ""6""]]",http://mh-x.com/weapon/series/剣士ナルガ.html,1
66,2,レア1～3装備,ハイメタシリーズ,70,上位,4,0,-5,10,-5,0,"[""雷耐性【小】""]","[[""雷耐性"", ""+"", ""10""], [""聴覚保護"", ""+"", ""9""], [""加護"", ""-"", ""5""]]",http://mh-x.com/weapon/series/剣士ハイメタ.html,1
67,2,レア1～3装備,ハプルシリーズ,100,上位,4,10,0,-5,-15,5,"[""まんぷく"", ""早食い+1""]","[[""食いしん坊"", ""+"", ""11""], [""食事"", ""+"", ""10""], [""回復速度"", ""-"", ""1""], [""回復量"", ""-"", ""5""]]",http://mh-x.com/weapon/series/剣士ハプル.html,1
68,2,レア1～3装備,ハンターシリーズ,30,上位,5,0,0,0,0,0,"[""ハンター生活""]","[[""狩人"", ""+"", ""10""], [""高速設置"", ""+"", ""7""]]",http://mh-x.com/weapon/series/剣士ハンター.html,1
69,2,レア1～3装備,ハントシリーズ,10,上位,4,5,0,0,0,0,"[""探知""]","[[""千里眼"", ""+"", ""10""], [""高速設置"", ""+"", ""6""]]",http://mh-x.com/weapon/series/剣士ハント.html,1
70,2,レア1～3装備,バトルシリーズ,60,上位,5,5,-5,-5,0,0,"[""ガード性能+1""]","[[""ガード性能"", ""+"", ""10""], [""攻撃"", ""+"", ""6""]]",http://mh-x.com/weapon/series/剣士バトル.html,1
71,2,レア1～3装備,パピペルシリーズ,90,上位,3,10,-10,10,-10,15,"[""攻撃力UP【小】"", ""体術+1""]","[[""攻撃"", ""+"", ""10""], [""体術"", ""+"", ""10""], [""スタミナ"", ""-"", ""5""]]",http://mh-x.com/weapon/series/剣士パピペル.html,1
72,2,レア1～3装備,ビストロシリーズ,36,上位,3,9,3,0,6,0,[],"[[""食事"", ""+"", ""6""], [""回復量"", ""-"", ""3""]]",http://mh-x.com/weapon/series/剣士ビストロ.html,1
73,2,レア1～3装備,ファルメルシリーズ,100,上位,4,-10,0,15,-10,10,"[""見切り+1"", ""スタミナ急速回復""]","[[""達人"", ""+"", ""13""], [""気力回復"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士ファルメル.html,1
74,2,レア1～3装備,ファンゴシリーズ,60,上位,5,0,10,-10,5,0,"[""火事場力+1"", ""悪霊の加護""]","[[""底力"", ""+"", ""10""], [""攻撃"", ""+"", ""8""], [""加護"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ファンゴ.html,1
75,2,レア1～3装備,フィリアシリーズ,130,上位,4,-10,10,0,10,-20,"[""フルチャージ""]","[[""無傷"", ""+"", ""10""], [""匠"", ""+"", ""8""]]",http://mh-x.com/weapon/series/剣士フィリア.html,1
76,2,レア1～3装備,フルフルシリーズ,90,上位,3,-20,5,20,10,5,"[""回復速度+1""]","[[""回復速度"", ""+"", ""10""], [""回復量"", ""+"", ""8""]]",http://mh-x.com/weapon/series/剣士フルフル.html,1
77,2,レア1～3装備,ブナハシリーズ,50,上位,3,-10,0,0,0,10,"[""業物"", ""火耐性弱化""]","[[""斬れ味"", ""+"", ""10""], [""特殊攻撃"", ""+"", ""5""], [""火耐性"", ""-"", ""11""]]",http://mh-x.com/weapon/series/剣士ブナハ.html,1
78,2,レア1～3装備,ブラキシリーズ,120,上位,3,10,-20,0,-10,0,"[""細菌研究家"", ""挑戦者+1"", ""乗り下手""]","[[""細菌学"", ""+"", ""11""], [""闘魂"", ""+"", ""10""], [""乗り"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ブラキ.html,1
79,2,レア1～3装備,ブラックシリーズ,120,上位,2,10,10,10,10,-25,"[""属性やられ無効"", ""集中""]","[[""属性耐性"", ""+"", ""10""], [""溜め短縮"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士ブラック.html,1
80,2,レア1～3装備,ブランゴシリーズ,90,上位,3,-20,5,0,20,0,"[""氷属性攻撃強化+1"", ""体術+1""]","[[""氷属性攻撃"", ""+"", ""13""], [""体術"", ""+"", ""10""], [""スタミナ"", ""-"", ""7""]]",http://mh-x.com/weapon/series/剣士ブランゴ.html,1
81,2,レア1～3装備,ヘルパーシリーズ,100,上位,5,0,0,0,0,0,"[""広域化+2""]","[[""広域"", ""+"", ""15""], [""回復量"", ""+"", ""5""], [""回復速度"", ""-"", ""5""]]",http://mh-x.com/weapon/series/剣士ヘルパー.html,1
82,2,レア1～3装備,ホロロシリーズ,90,上位,3,-10,-10,5,5,0,"[""弱点特効"", ""睡眠無効""]","[[""痛撃"", ""+"", ""10""], [""睡眠"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士ホロロ.html,1
83,2,レア1～3装備,ボーンシリーズ,30,上位,5,0,0,0,-5,0,"[""笛吹き名人"", ""KO術""]","[[""笛"", ""+"", ""10""], [""KO"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士ボーン.html,1
84,2,レア1～3装備,マカルパシリーズ,70,上位,2,5,10,-10,0,0,[],"[[""調合成功率"", ""+"", ""7""], [""効果持続"", ""+"", ""6""]]",http://mh-x.com/weapon/series/剣士マカルパ.html,1
85,2,レア1～3装備,マギュルシリーズ,70,上位,3,-15,5,0,10,0,"[""火属性攻撃強化+1"", ""集中""]","[[""火属性攻撃"", ""+"", ""10""], [""溜め短縮"", ""+"", ""10""], [""体術"", ""-"", ""7""]]",http://mh-x.com/weapon/series/剣士マギュル.html,1
86,2,レア1～3装備,マッカォシリーズ,40,上位,5,-10,0,0,0,0,"[""飛燕""]","[[""跳躍"", ""+"", ""10""], [""減気攻撃"", ""+"", ""3""]]",http://mh-x.com/weapon/series/剣士マッカォ.html,1
87,2,レア1～3装備,ミツネシリーズ,100,上位,3,0,10,-15,5,-5,"[""泡沫の舞"", ""腹減り半減"", ""雷耐性弱化""]","[[""泡沫"", ""+"", ""10""], [""腹減り"", ""+"", ""10""], [""雷耐性"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ミツネ.html,1
88,2,レア1～3装備,ミヅハシリーズ,130,上位,1,-21,6,-2,11,-15,"[""風圧【小】無効"", ""耳栓""]","[[""風圧"", ""+"", ""10""], [""聴覚保護"", ""+"", ""10""]]",http://mh-x.com/weapon/series/剣士ミヅハ.html,1
89,2,レア1～3装備,ムーファシリーズ,56,上位,1,-4,0,8,12,0,"[""雷属性攻撃強化+1""]","[[""雷属性攻撃"", ""+"", ""11""], [""耐寒"", ""+"", ""8""]]",http://mh-x.com/weapon/series/剣士ムーファ.html,1
90,2,レア1～3装備,メイドシリーズ,100,上位,3,0,0,0,0,0,"[""オトモへの采配"", ""幸運"", ""悪霊の気まぐれ""]","[[""采配"", ""+"", ""10""], [""運気"", ""+"", ""10""], [""気まぐれ"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士メイド.html,1
91,2,レア1～3装備,メタルブーツシリーズ,12,上位,0,0,2,-2,0,0,[],"[[""火属性攻撃"", ""+"", ""7""]]",http://mh-x.com/weapon/series/剣士メタルブーツ.html,1
92,2,レア1～3装備,メルホアシリーズ,60,上位,3,0,7,2,0,0,"[""採取+1""]","[[""採取"", ""+"", ""13""], [""野草知識"", ""+"", ""5""]]",http://mh-x.com/weapon/series/剣士メルホア.html,1
93,2,レア1～3装備,ラギアシリーズ,120,上位,3,-15,10,20,-5,-10,"[""スタミナ急速回復"", ""状態異常攻撃弱化""]","[[""気力回復"", ""+"", ""10""], [""ガード性能"", ""+"", ""8""], [""特殊攻撃"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ラギア.html,1
94,2,レア1～3装備,ラングロシリーズ,90,上位,4,10,-15,0,-5,5,"[""細菌研究家"", ""スタミナ回復遅延""]","[[""細菌学"", ""+"", ""10""], [""溜め短縮"", ""+"", ""8""], [""気力回復"", ""-"", ""10""]]",http://mh-x.com/weapon/series/剣士ラングロ.html,1
95,2,レア1～3装備,ランゴシリーズ,50,上位,6,-10,5,5,5,10,"[""納刀術""]","[[""納刀"", ""+"", ""10""], [""特殊攻撃"", ""+"", ""3""], [""属性攻撃"", ""-"", ""3""]]",http://mh-x.com/weapon/series/剣士ランゴ.html,1
